Year,STATE/UT,DISTRICT,Assault_on_women_with_intent_to_outrage_her_modesty
2001,maharashtra,solapur_rural,40
2002,maharashtra,solapur_rural,34
2003,maharashtra,solapur_rural,52
2004,maharashtra,solapur_rural,55
2005,maharashtra,solapur_rural,54
2006,maharashtra,solapur_rural,81
2007,maharashtra,solapur_rural,63
2008,maharashtra,solapur_rural,101
2009,maharashtra,solapur_rural,96
2010,maharashtra,solapur_rural,97
2011,maharashtra,solapur_rural,94
2012,maharashtra,solapur_rural,58
2013,maharashtra,solapur_rural,149
2001,uttarpradesh,sonbhadra,9
2002,uttarpradesh,sonbhadra,8
2003,uttarpradesh,sonbhadra,7
2004,uttarpradesh,sonbhadra,9
2005,uttarpradesh,sonbhadra,6
2006,uttarpradesh,sonbhadra,14
2007,uttarpradesh,sonbhadra,21
2008,uttarpradesh,sonbhadra,38
2009,uttarpradesh,sonbhadra,16
2010,uttarpradesh,sonbhadra,13
2011,uttarpradesh,sonbhadra,21
2012,uttarpradesh,sonbhadra,18
2013,uttarpradesh,sonbhadra,22
2001,odisha,sonepur,28
2002,odisha,sonepur,38
2003,odisha,sonepur,44
2004,odisha,sonepur,29
2005,odisha,sonepur,43
2006,odisha,sonepur,58
2007,odisha,sonepur,64
2008,odisha,sonepur,24
2009,odisha,sonepur,46
2010,odisha,sonepur,43
2011,odisha,sonepur,48
2012,odisha,sonepur,53
2013,odisha,sonepur,67
2001,haryana,sonipat,22
2002,haryana,sonipat,15
2003,haryana,sonipat,21
2004,haryana,sonipat,22
2005,haryana,sonipat,21
2006,haryana,sonipat,46
2007,haryana,sonipat,30
2008,haryana,sonipat,31
2009,haryana,sonipat,21
2010,haryana,sonipat,32
2011,haryana,sonipat,19
2012,haryana,sonipat,26
2013,haryana,sonipat,71
2001,assam,sonitpur,43
2002,assam,sonitpur,53
2003,assam,sonitpur,56
2004,assam,sonitpur,60
2005,assam,sonitpur,2
2006,assam,sonitpur,7
2007,assam,sonitpur,20
2008,assam,sonitpur,34
2009,assam,sonitpur,38
2010,assam,sonitpur,30
2011,assam,sonitpur,34
2012,assam,sonitpur,39
2013,assam,sonitpur,34
2001,sikkim,south,0
2001,tripura,south,18
2001,delhi,south,96
2002,sikkim,south,3
2002,tripura,south,57
2002,delhi,south,76
2003,sikkim,south,6
2003,tripura,south,54
2003,delhi,south,89
2004,sikkim,south,12
2004,tripura,south,66
2004,delhi,south,130
2005,sikkim,south,22
2005,tripura,south,65
2005,delhi,south,151
2006,sikkim,south,5
2006,tripura,south,81
2006,delhi,south,141
2007,sikkim,south,3
2007,tripura,south,106
2007,delhi,south,169
2008,sikkim,south,10
2008,tripura,south,135
2008,delhi,south,52
2009,sikkim,south,5
2009,tripura,south,153
2009,delhi,south,45
2010,sikkim,south,5
2010,tripura,south,165
2010,delhi,south,66
2011,sikkim,south,11
2011,tripura,south,84
2011,delhi,south,50
2012,sikkim,south,6
2012,tripura,south,46
2012,a&nislands,south,14
2012,delhi,south,59
2013,sikkim,south,8
2013,tripura,south,38
2013,a&nislands,south,33
2013,delhi,south,539
2001,goa,south_goa,5
2002,goa,south_goa,9
2003,goa,south_goa,8
2004,goa,south_goa,7
2005,goa,south_goa,15
2006,goa,south_goa,10
2007,goa,south_goa,12
2008,goa,south_goa,17
2009,goa,south_goa,20
2010,goa,south_goa,12
2011,goa,south_goa,9
2012,goa,south_goa,20
2013,goa,south_goa,59
2001,andhrapradesh,srikakulam,38
2002,andhrapradesh,srikakulam,60
2003,andhrapradesh,srikakulam,58
2004,andhrapradesh,srikakulam,58
2005,andhrapradesh,srikakulam,51
2006,andhrapradesh,srikakulam,70
2007,andhrapradesh,srikakulam,99
2008,andhrapradesh,srikakulam,92
2009,andhrapradesh,srikakulam,67
2010,andhrapradesh,srikakulam,93
2011,andhrapradesh,srikakulam,91
2012,andhrapradesh,srikakulam,116
2013,andhrapradesh,srikakulam,207
2001,jammu&kashmir,srinagar,207
2002,jammu&kashmir,srinagar,270
2003,jammu&kashmir,srinagar,249
2004,jammu&kashmir,srinagar,261
2005,jammu&kashmir,srinagar,219
2006,jammu&kashmir,srinagar,208
2007,jammu&kashmir,srinagar,219
2008,jammu&kashmir,srinagar,162
2009,jammu&kashmir,srinagar,165
2010,jammu&kashmir,srinagar,130
2011,jammu&kashmir,srinagar,171
2012,jammu&kashmir,srinagar,201
2013,jammu&kashmir,srinagar,266
2001,odisha,srp(cuttack),5
2002,odisha,srp(cuttack),4
2003,odisha,srp(cuttack),9
2004,odisha,srp(cuttack),3
2005,odisha,srp(cuttack),4
2006,odisha,srp(cuttack),7
2007,odisha,srp(cuttack),1
2008,odisha,srp(cuttack),6
2009,odisha,srp(cuttack),7
2010,odisha,srp(cuttack),8
2011,odisha,srp(cuttack),8
2012,odisha,srp(cuttack),11
2013,odisha,srp(cuttack),3
2001,odisha,srp(rourkela),2
2002,odisha,srp(rourkela),6
2003,odisha,srp(rourkela),3
2004,odisha,srp(rourkela),2
2005,odisha,srp(rourkela),6
2006,odisha,srp(rourkela),5
2007,odisha,srp(rourkela),4
2008,odisha,srp(rourkela),3
2009,odisha,srp(rourkela),8
2010,odisha,srp(rourkela),8
2011,odisha,srp(rourkela),9
2012,odisha,srp(rourkela),9
2013,odisha,srp(rourkela),15
2001,uttarpradesh,st.ravidasnagar,3
2002,uttarpradesh,st.ravidasnagar,1
2003,uttarpradesh,st.ravidasnagar,2
2004,uttarpradesh,st.ravidasnagar,2
2005,uttarpradesh,st.ravidasnagar,3
2006,uttarpradesh,st.ravidasnagar,6
2007,uttarpradesh,st.ravidasnagar,9
2008,uttarpradesh,st.ravidasnagar,2
2009,uttarpradesh,st.ravidasnagar,9
2010,uttarpradesh,st.ravidasnagar,3
2011,uttarpradesh,st.ravidasnagar,3
2012,uttarpradesh,st.ravidasnagar,6
2013,uttarpradesh,st.ravidasnagar,15
2001,arunachalpradesh,subansiri_lower,4
2002,arunachalpradesh,subansiri_lower,4
2003,arunachalpradesh,subansiri_lower,0
2004,arunachalpradesh,subansiri_lower,1
2005,arunachalpradesh,subansiri_lower,4
2006,arunachalpradesh,subansiri_lower,3
2007,arunachalpradesh,subansiri_lower,3
2008,arunachalpradesh,subansiri_lower,10
2009,arunachalpradesh,subansiri_lower,8
2010,arunachalpradesh,subansiri_lower,4
2011,arunachalpradesh,subansiri_lower,0
2012,arunachalpradesh,subansiri_lower,5
2013,arunachalpradesh,subansiri_lower,3
2001,arunachalpradesh,subansiri_upper,8
2002,arunachalpradesh,subansiri_upper,4
2003,arunachalpradesh,subansiri_upper,0
2004,arunachalpradesh,subansiri_upper,3
2005,arunachalpradesh,subansiri_upper,5
2006,arunachalpradesh,subansiri_upper,6
2007,arunachalpradesh,subansiri_upper,5
2008,arunachalpradesh,subansiri_upper,6
2009,arunachalpradesh,subansiri_upper,5
2010,arunachalpradesh,subansiri_upper,7
2011,arunachalpradesh,subansiri_upper,5
2012,arunachalpradesh,subansiri_upper,11
2013,arunachalpradesh,subansiri_upper,8
2001,uttarpradesh,sultanpur,34
2002,uttarpradesh,sultanpur,22
2003,uttarpradesh,sultanpur,10
2004,uttarpradesh,sultanpur,21
2005,uttarpradesh,sultanpur,14
2006,uttarpradesh,sultanpur,21
2007,uttarpradesh,sultanpur,30
2008,uttarpradesh,sultanpur,26
2009,uttarpradesh,sultanpur,35
2010,uttarpradesh,sultanpur,41
2011,uttarpradesh,sultanpur,23
2012,uttarpradesh,sultanpur,29
2013,uttarpradesh,sultanpur,87
2001,odisha,sundargarh,82
2002,odisha,sundargarh,55
2003,odisha,sundargarh,52
2004,odisha,sundargarh,83
2005,odisha,sundargarh,49
2006,odisha,sundargarh,70
2007,odisha,sundargarh,77
2008,odisha,sundargarh,65
2009,odisha,sundargarh,41
2010,odisha,sundargarh,19
2011,odisha,sundargarh,66
2012,odisha,sundargarh,73
2013,odisha,sundargarh,88
2001,bihar,supaul,8
2002,bihar,supaul,5
2003,bihar,supaul,6
2004,bihar,supaul,20
2005,bihar,supaul,0
2006,bihar,supaul,0
2007,bihar,supaul,69
2008,bihar,supaul,71
2009,bihar,supaul,21
2010,bihar,supaul,6
2011,bihar,supaul,8
2012,bihar,supaul,0
2013,bihar,supaul,5
2001,gujarat,surat_commr.,10
2002,gujarat,surat_commr.,18
2003,gujarat,surat_commr.,17
2004,gujarat,surat_commr.,21
2005,gujarat,surat_commr.,50
2006,gujarat,surat_commr.,46
2007,gujarat,surat_commr.,44
2008,gujarat,surat_commr.,54
2009,gujarat,surat_commr.,34
2010,gujarat,surat_commr.,24
2011,gujarat,surat_commr.,34
2012,gujarat,surat_commr.,28
2013,gujarat,surat_commr.,91
2001,gujarat,surat_rural,11
2002,gujarat,surat_rural,18
2003,gujarat,surat_rural,21
2004,gujarat,surat_rural,11
2005,gujarat,surat_rural,4
2006,gujarat,surat_rural,11
2007,gujarat,surat_rural,5
2008,gujarat,surat_rural,7
2009,gujarat,surat_rural,4
2010,gujarat,surat_rural,4
2011,gujarat,surat_rural,9
2012,gujarat,surat_rural,14
2013,gujarat,surat_rural,15
2001,gujarat,surendranagar,45
2002,gujarat,surendranagar,40
2003,gujarat,surendranagar,42
2004,gujarat,surendranagar,35
2005,gujarat,surendranagar,36
2006,gujarat,surendranagar,34
2007,gujarat,surendranagar,48
2008,gujarat,surendranagar,50
2009,gujarat,surendranagar,39
2010,gujarat,surendranagar,36
2011,gujarat,surendranagar,28
2012,gujarat,surendranagar,51
2013,gujarat,surendranagar,51
2001,manipur,tamenglong,0
2002,manipur,tamenglong,0
2003,manipur,tamenglong,0
2004,manipur,tamenglong,0
2005,manipur,tamenglong,0
2006,manipur,tamenglong,0
2007,manipur,tamenglong,0
2008,manipur,tamenglong,0
2009,manipur,tamenglong,0
2010,manipur,tamenglong,0
2011,manipur,tamenglong,1
2012,manipur,tamenglong,0
2013,manipur,tamenglong,1
2001,punjab,tarn_taran,11
2002,punjab,tarn_taran,5
2003,punjab,tarn_taran,7
2004,punjab,tarn_taran,10
2005,punjab,tarn_taran,20
2006,punjab,tarn_taran,18
2007,punjab,tarn_taran,34
2008,punjab,tarn_taran,22
2009,punjab,tarn_taran,16
2010,punjab,tarn_taran,4
2011,punjab,tarn_taran,12
2012,punjab,tarn_taran,10
2013,punjab,tarn_taran,43
2001,arunachalpradesh,tawang,5
2002,arunachalpradesh,tawang,0
2003,arunachalpradesh,tawang,1
2004,arunachalpradesh,tawang,13
2005,arunachalpradesh,tawang,1
2006,arunachalpradesh,tawang,1
2007,arunachalpradesh,tawang,2
2008,arunachalpradesh,tawang,5
2009,arunachalpradesh,tawang,0
2010,arunachalpradesh,tawang,1
2011,arunachalpradesh,tawang,1
2012,arunachalpradesh,tawang,1
2013,arunachalpradesh,tawang,6
2001,uttarakhand,tehri_garhwal,3
2002,uttarakhand,tehri_garhwal,10
2003,uttarakhand,tehri_garhwal,10
2004,uttarakhand,tehri_garhwal,2
2005,uttarakhand,tehri_garhwal,1
2006,uttarakhand,tehri_garhwal,0
2007,uttarakhand,tehri_garhwal,2
2008,uttarakhand,tehri_garhwal,4
2009,uttarakhand,tehri_garhwal,3
2010,uttarakhand,tehri_garhwal,6
2011,uttarakhand,tehri_garhwal,1
2012,uttarakhand,tehri_garhwal,1
2013,uttarakhand,tehri_garhwal,2
2001,maharashtra,thane_commr.,69
2002,maharashtra,thane_commr.,91
2003,maharashtra,thane_commr.,66
2004,maharashtra,thane_commr.,87
2005,maharashtra,thane_commr.,110
2006,maharashtra,thane_commr.,150
2007,maharashtra,thane_commr.,148
2008,maharashtra,thane_commr.,149
2009,maharashtra,thane_commr.,148
2010,maharashtra,thane_commr.,152
2011,maharashtra,thane_commr.,161
2012,maharashtra,thane_commr.,203
2013,maharashtra,thane_commr.,467
2001,maharashtra,thane_rural,76
2002,maharashtra,thane_rural,100
2003,maharashtra,thane_rural,101
2004,maharashtra,thane_rural,100
2005,maharashtra,thane_rural,132
2006,maharashtra,thane_rural,137
2007,maharashtra,thane_rural,108
2008,maharashtra,thane_rural,128
2009,maharashtra,thane_rural,97
2010,maharashtra,thane_rural,95
2011,maharashtra,thane_rural,105
2012,maharashtra,thane_rural,155
2013,maharashtra,thane_rural,246
2001,tamilnadu,thanjavur,53
2002,tamilnadu,thanjavur,30
2003,tamilnadu,thanjavur,100
2004,tamilnadu,thanjavur,75
2005,tamilnadu,thanjavur,102
2006,tamilnadu,thanjavur,80
2007,tamilnadu,thanjavur,96
2008,tamilnadu,thanjavur,108
2009,tamilnadu,thanjavur,60
2010,tamilnadu,thanjavur,75
2011,tamilnadu,thanjavur,76
2012,tamilnadu,thanjavur,76
2013,tamilnadu,thanjavur,68
2001,tamilnadu,theni,29
2002,tamilnadu,theni,52
2003,tamilnadu,theni,53
2004,tamilnadu,theni,64
2005,tamilnadu,theni,50
2006,tamilnadu,theni,21
2007,tamilnadu,theni,42
2008,tamilnadu,theni,30
2009,tamilnadu,theni,50
2010,tamilnadu,theni,61
2011,tamilnadu,theni,40
2012,tamilnadu,theni,50
2013,tamilnadu,theni,41
2001,tamilnadu,thirunelveli_rural,155
2002,tamilnadu,thirunelveli_rural,143
2003,tamilnadu,thirunelveli_rural,122
2004,tamilnadu,thirunelveli_rural,88
2005,tamilnadu,thirunelveli_rural,123
2006,tamilnadu,thirunelveli_rural,86
2007,tamilnadu,thirunelveli_rural,96
2008,tamilnadu,thirunelveli_rural,115
2009,tamilnadu,thirunelveli_rural,91
2010,tamilnadu,thirunelveli_rural,88
2011,tamilnadu,thirunelveli_rural,57
2012,tamilnadu,thirunelveli_rural,58
2013,tamilnadu,thirunelveli_rural,82
2001,tamilnadu,thirunelveli_urban,2
2002,tamilnadu,thirunelveli_urban,10
2003,tamilnadu,thirunelveli_urban,11
2004,tamilnadu,thirunelveli_urban,13
2005,tamilnadu,thirunelveli_urban,7
2006,tamilnadu,thirunelveli_urban,8
2007,tamilnadu,thirunelveli_urban,8
2008,tamilnadu,thirunelveli_urban,7
2009,tamilnadu,thirunelveli_urban,7
2010,tamilnadu,thirunelveli_urban,5
2011,tamilnadu,thirunelveli_urban,7
2012,tamilnadu,thirunelveli_urban,6
2013,tamilnadu,thirunelveli_urban,4
2001,tamilnadu,thiruvallur,70
2002,tamilnadu,thiruvallur,96
2003,tamilnadu,thiruvallur,70
2004,tamilnadu,thiruvallur,46
2005,tamilnadu,thiruvallur,58
2006,tamilnadu,thiruvallur,30
2007,tamilnadu,thiruvallur,88
2008,tamilnadu,thiruvallur,18
2009,tamilnadu,thiruvallur,15
2010,tamilnadu,thiruvallur,10
2011,tamilnadu,thiruvallur,2
2012,tamilnadu,thiruvallur,8
2013,tamilnadu,thiruvallur,11
2001,tamilnadu,thiruvannamalai,53
2002,tamilnadu,thiruvannamalai,54
2003,tamilnadu,thiruvannamalai,37
2004,tamilnadu,thiruvannamalai,27
2005,tamilnadu,thiruvannamalai,17
2006,tamilnadu,thiruvannamalai,8
2007,tamilnadu,thiruvannamalai,25
2008,tamilnadu,thiruvannamalai,20
2009,tamilnadu,thiruvannamalai,18
2010,tamilnadu,thiruvannamalai,8
2011,tamilnadu,thiruvannamalai,11
2012,tamilnadu,thiruvannamalai,8
2013,tamilnadu,thiruvannamalai,31
2001,tamilnadu,thiruvarur,50
2002,tamilnadu,thiruvarur,50
2003,tamilnadu,thiruvarur,71
2004,tamilnadu,thiruvarur,68
2005,tamilnadu,thiruvarur,72
2006,tamilnadu,thiruvarur,66
2007,tamilnadu,thiruvarur,23
2008,tamilnadu,thiruvarur,51
2009,tamilnadu,thiruvarur,21
2010,tamilnadu,thiruvarur,20
2011,tamilnadu,thiruvarur,8
2012,tamilnadu,thiruvarur,6
2013,tamilnadu,thiruvarur,5
2001,tamilnadu,thoothugudi,94
2002,tamilnadu,thoothugudi,121
2003,tamilnadu,thoothugudi,76
2004,tamilnadu,thoothugudi,16
2005,tamilnadu,thoothugudi,10
2006,tamilnadu,thoothugudi,5
2007,tamilnadu,thoothugudi,5
2008,tamilnadu,thoothugudi,3
2009,tamilnadu,thoothugudi,3
2010,tamilnadu,thoothugudi,4
2011,tamilnadu,thoothugudi,2
2012,tamilnadu,thoothugudi,1
2013,tamilnadu,thoothugudi,35
2001,manipur,thoubal,1
2002,manipur,thoubal,8
2003,manipur,thoubal,1
2004,manipur,thoubal,2
2005,manipur,thoubal,3
2006,manipur,thoubal,1
2007,manipur,thoubal,17
2008,manipur,thoubal,5
2009,manipur,thoubal,6
2010,manipur,thoubal,8
2011,manipur,thoubal,8
2012,manipur,thoubal,12
2013,manipur,thoubal,9
2001,madhyapradesh,tikamgarh,177
2002,madhyapradesh,tikamgarh,161
2003,madhyapradesh,tikamgarh,98
2004,madhyapradesh,tikamgarh,133
2005,madhyapradesh,tikamgarh,106
2006,madhyapradesh,tikamgarh,131
2007,madhyapradesh,tikamgarh,148
2008,madhyapradesh,tikamgarh,107
2009,madhyapradesh,tikamgarh,136
2010,madhyapradesh,tikamgarh,143
2011,madhyapradesh,tikamgarh,153
2012,madhyapradesh,tikamgarh,124
2013,madhyapradesh,tikamgarh,140
2001,assam,tinsukia,9
2002,assam,tinsukia,5
2003,assam,tinsukia,14
2004,assam,tinsukia,31
2005,assam,tinsukia,20
2006,assam,tinsukia,20
2007,assam,tinsukia,9
2008,assam,tinsukia,8
2009,assam,tinsukia,8
2010,assam,tinsukia,25
2011,assam,tinsukia,27
2012,assam,tinsukia,43
2013,assam,tinsukia,34
2001,arunachalpradesh,tirap,0
2002,arunachalpradesh,tirap,1
2003,arunachalpradesh,tirap,9
2004,arunachalpradesh,tirap,1
2005,arunachalpradesh,tirap,5
2006,arunachalpradesh,tirap,0
2007,arunachalpradesh,tirap,2
2008,arunachalpradesh,tirap,5
2009,arunachalpradesh,tirap,6
2010,arunachalpradesh,tirap,2
2011,arunachalpradesh,tirap,3
2012,arunachalpradesh,tirap,2
2013,arunachalpradesh,tirap,5
2001,rajasthan,tonk,84
2002,rajasthan,tonk,45
2003,rajasthan,tonk,45
2004,rajasthan,tonk,30
2005,rajasthan,tonk,37
2006,rajasthan,tonk,18
2007,rajasthan,tonk,20
2008,rajasthan,tonk,41
2009,rajasthan,tonk,26
2010,rajasthan,tonk,19
2011,rajasthan,tonk,23
2012,rajasthan,tonk,24
2013,rajasthan,tonk,75
2001,tamilnadu,trichy_rly.,0
2002,tamilnadu,trichy_rly.,2
2003,tamilnadu,trichy_rly.,0
2004,tamilnadu,trichy_rly.,2
2005,tamilnadu,trichy_rly.,1
2006,tamilnadu,trichy_rly.,0
2007,tamilnadu,trichy_rly.,1
2008,tamilnadu,trichy_rly.,0
2009,tamilnadu,trichy_rly.,2
2010,tamilnadu,trichy_rly.,0
2011,tamilnadu,trichy_rly.,3
2012,tamilnadu,trichy_rly.,2
2013,tamilnadu,trichy_rly.,3
2001,tamilnadu,trichy_rural,22
2002,tamilnadu,trichy_rural,14
2003,tamilnadu,trichy_rural,16
2004,tamilnadu,trichy_rural,9
2005,tamilnadu,trichy_rural,12
2006,tamilnadu,trichy_rural,22
2007,tamilnadu,trichy_rural,19
2008,tamilnadu,trichy_rural,16
2009,tamilnadu,trichy_rural,24
2010,tamilnadu,trichy_rural,26
2011,tamilnadu,trichy_rural,38
2012,tamilnadu,trichy_rural,33
2013,tamilnadu,trichy_rural,40
2001,tamilnadu,trichy_urban,9
2002,tamilnadu,trichy_urban,16
2003,tamilnadu,trichy_urban,5
2004,tamilnadu,trichy_urban,8
2005,tamilnadu,trichy_urban,17
2006,tamilnadu,trichy_urban,4
2007,tamilnadu,trichy_urban,7
2008,tamilnadu,trichy_urban,7
2009,tamilnadu,trichy_urban,11
2010,tamilnadu,trichy_urban,10
2011,tamilnadu,trichy_urban,17
2012,tamilnadu,trichy_urban,9
2013,tamilnadu,trichy_urban,18
2001,nagaland,tuensang,0
2002,nagaland,tuensang,0
2003,nagaland,tuensang,0
2004,nagaland,tuensang,0
2005,nagaland,tuensang,0
2006,nagaland,tuensang,0
2007,nagaland,tuensang,0
2008,nagaland,tuensang,0
2009,nagaland,tuensang,1
2010,nagaland,tuensang,2
2011,nagaland,tuensang,0
2012,nagaland,tuensang,0
2013,nagaland,tuensang,0
2001,karnataka,tumkur,53
2002,karnataka,tumkur,60
2003,karnataka,tumkur,77
2004,karnataka,tumkur,61
2005,karnataka,tumkur,59
2006,karnataka,tumkur,87
2007,karnataka,tumkur,105
2008,karnataka,tumkur,90
2009,karnataka,tumkur,85
2010,karnataka,tumkur,107
2011,karnataka,tumkur,135
2012,karnataka,tumkur,171
2013,karnataka,tumkur,206
2001,rajasthan,udaipur,68
2002,rajasthan,udaipur,71
2003,rajasthan,udaipur,65
2004,rajasthan,udaipur,102
2005,rajasthan,udaipur,101
2006,rajasthan,udaipur,99
2007,rajasthan,udaipur,189
2008,rajasthan,udaipur,159
2009,rajasthan,udaipur,159
2010,rajasthan,udaipur,192
2011,rajasthan,udaipur,150
2012,rajasthan,udaipur,174
2013,rajasthan,udaipur,336
2001,jammu&kashmir,udhampur,12
2002,jammu&kashmir,udhampur,10
2003,jammu&kashmir,udhampur,11
2004,jammu&kashmir,udhampur,17
2005,jammu&kashmir,udhampur,13
2006,jammu&kashmir,udhampur,19
2007,jammu&kashmir,udhampur,14
2008,jammu&kashmir,udhampur,10
2009,jammu&kashmir,udhampur,7
2010,jammu&kashmir,udhampur,28
2011,jammu&kashmir,udhampur,29
2012,jammu&kashmir,udhampur,20
2013,jammu&kashmir,udhampur,27
2001,uttarakhand,udhamsingh_nagar,7
2002,uttarakhand,udhamsingh_nagar,24
2003,uttarakhand,udhamsingh_nagar,29
2004,uttarakhand,udhamsingh_nagar,32
2005,uttarakhand,udhamsingh_nagar,23
2006,uttarakhand,udhamsingh_nagar,34
2007,uttarakhand,udhamsingh_nagar,21
2008,uttarakhand,udhamsingh_nagar,34
2009,uttarakhand,udhamsingh_nagar,21
2010,uttarakhand,udhamsingh_nagar,23
2011,uttarakhand,udhamsingh_nagar,33
2012,uttarakhand,udhamsingh_nagar,38
2013,uttarakhand,udhamsingh_nagar,82
2001,karnataka,udupi,16
2002,karnataka,udupi,21
2003,karnataka,udupi,21
2004,karnataka,udupi,21
2005,karnataka,udupi,27
2006,karnataka,udupi,17
2007,karnataka,udupi,22
2008,karnataka,udupi,17
2009,karnataka,udupi,26
2010,karnataka,udupi,31
2011,karnataka,udupi,45
2012,karnataka,udupi,41
2013,karnataka,udupi,67
2001,madhyapradesh,ujjain,161
2002,madhyapradesh,ujjain,156
2003,madhyapradesh,ujjain,172
2004,madhyapradesh,ujjain,187
2005,madhyapradesh,ujjain,172
2006,madhyapradesh,ujjain,175
2007,madhyapradesh,ujjain,168
2008,madhyapradesh,ujjain,215
2009,madhyapradesh,ujjain,167
2010,madhyapradesh,ujjain,179
2011,madhyapradesh,ujjain,196
2012,madhyapradesh,ujjain,180
2013,madhyapradesh,ujjain,232
2001,manipur,ukhrul,1
2002,manipur,ukhrul,0
2003,manipur,ukhrul,1
2004,manipur,ukhrul,0
2005,manipur,ukhrul,0
2006,manipur,ukhrul,0
2007,manipur,ukhrul,0
2008,manipur,ukhrul,0
2009,manipur,ukhrul,0
2010,manipur,ukhrul,0
2011,manipur,ukhrul,0
2012,manipur,ukhrul,0
2013,manipur,ukhrul,1
2001,madhyapradesh,umariya,61
2002,madhyapradesh,umariya,65
2003,madhyapradesh,umariya,59
2004,madhyapradesh,umariya,63
2005,madhyapradesh,umariya,55
2006,madhyapradesh,umariya,56
2007,madhyapradesh,umariya,68
2008,madhyapradesh,umariya,60
2009,madhyapradesh,umariya,54
2010,madhyapradesh,umariya,72
2011,madhyapradesh,umariya,78
2012,madhyapradesh,umariya,68
2013,madhyapradesh,umariya,73
2001,himachalpradesh,una,11
2002,himachalpradesh,una,12
2003,himachalpradesh,una,10
2004,himachalpradesh,una,12
2005,himachalpradesh,una,6
2006,himachalpradesh,una,11
2007,himachalpradesh,una,10
2008,himachalpradesh,una,17
2009,himachalpradesh,una,21
2010,himachalpradesh,una,19
2011,himachalpradesh,una,17
2012,himachalpradesh,una,10
2013,himachalpradesh,una,34
2001,uttarpradesh,unnao,100
2002,uttarpradesh,unnao,70
2003,uttarpradesh,unnao,28
2004,uttarpradesh,unnao,37
2005,uttarpradesh,unnao,47
2006,uttarpradesh,unnao,35
2007,uttarpradesh,unnao,37
2008,uttarpradesh,unnao,50
2009,uttarpradesh,unnao,61
2010,uttarpradesh,unnao,57
2011,uttarpradesh,unnao,66
2012,uttarpradesh,unnao,81
2013,uttarpradesh,unnao,119
2001,westbengal,uttar_dinajpur,31
2002,westbengal,uttar_dinajpur,26
2003,westbengal,uttar_dinajpur,23
2004,westbengal,uttar_dinajpur,40
2005,westbengal,uttar_dinajpur,47
2006,westbengal,uttar_dinajpur,53
2007,westbengal,uttar_dinajpur,58
2008,westbengal,uttar_dinajpur,63
2009,westbengal,uttar_dinajpur,75
2010,westbengal,uttar_dinajpur,94
2011,westbengal,uttar_dinajpur,52
2012,westbengal,uttar_dinajpur,150
2013,westbengal,uttar_dinajpur,234
2001,karnataka,uttar_kannada,27
2002,karnataka,uttar_kannada,38
2003,karnataka,uttar_kannada,37
2004,karnataka,uttar_kannada,28
2005,karnataka,uttar_kannada,42
2006,karnataka,uttar_kannada,49
2007,karnataka,uttar_kannada,63
2008,karnataka,uttar_kannada,46
2009,karnataka,uttar_kannada,54
2010,karnataka,uttar_kannada,78
2011,karnataka,uttar_kannada,73
2012,karnataka,uttar_kannada,97
2013,karnataka,uttar_kannada,155
2001,uttarakhand,uttarkashi,12
2002,uttarakhand,uttarkashi,5
2003,uttarakhand,uttarkashi,8
2004,uttarakhand,uttarkashi,3
2005,uttarakhand,uttarkashi,8
2006,uttarakhand,uttarkashi,5
2007,uttarakhand,uttarkashi,6
2008,uttarakhand,uttarkashi,4
2009,uttarakhand,uttarkashi,3
2010,uttarakhand,uttarkashi,1
2011,uttarakhand,uttarkashi,2
2012,uttarakhand,uttarkashi,1
2013,uttarakhand,uttarkashi,2
2001,gujarat,vadodara_commr.,11
