Year,STATE/UT,DISTRICT,Dowry_Deaths
2009,jharkhand,gumla,1
2010,jharkhand,gumla,2
2011,jharkhand,gumla,1
2012,jharkhand,gumla,2
2013,jharkhand,gumla,1
2001,madhyapradesh,guna,7
2002,madhyapradesh,guna,12
2003,madhyapradesh,guna,9
2004,madhyapradesh,guna,10
2005,madhyapradesh,guna,3
2006,madhyapradesh,guna,7
2007,madhyapradesh,guna,4
2008,madhyapradesh,guna,9
2009,madhyapradesh,guna,11
2010,madhyapradesh,guna,13
2011,madhyapradesh,guna,9
2012,madhyapradesh,guna,8
2013,madhyapradesh,guna,5
2001,andhrapradesh,guntakal_rly.,0
2002,andhrapradesh,guntakal_rly.,0
2003,andhrapradesh,guntakal_rly.,0
2004,andhrapradesh,guntakal_rly.,0
2005,andhrapradesh,guntakal_rly.,4
2006,andhrapradesh,guntakal_rly.,0
2007,andhrapradesh,guntakal_rly.,0
2008,andhrapradesh,guntakal_rly.,0
2009,andhrapradesh,guntakal_rly.,0
2010,andhrapradesh,guntakal_rly.,0
2011,andhrapradesh,guntakal_rly.,0
2012,andhrapradesh,guntakal_rly.,1
2013,andhrapradesh,guntakal_rly.,0
2001,andhrapradesh,guntur,7
2002,andhrapradesh,guntur,13
2003,andhrapradesh,guntur,22
2004,andhrapradesh,guntur,32
2005,andhrapradesh,guntur,16
2006,andhrapradesh,guntur,15
2007,andhrapradesh,guntur,28
2008,andhrapradesh,guntur,26
2009,andhrapradesh,guntur,26
2010,andhrapradesh,guntur,20
2011,andhrapradesh,guntur,8
2012,andhrapradesh,guntur,21
2013,andhrapradesh,guntur,16
2001,punjab,gurdaspur,6
2002,punjab,gurdaspur,4
2003,punjab,gurdaspur,4
2004,punjab,gurdaspur,3
2005,punjab,gurdaspur,6
2006,punjab,gurdaspur,14
2007,punjab,gurdaspur,9
2008,punjab,gurdaspur,9
2009,punjab,gurdaspur,2
2010,punjab,gurdaspur,11
2011,punjab,gurdaspur,6
2012,punjab,gurdaspur,10
2013,punjab,gurdaspur,3
2001,haryana,gurgaon,17
2002,haryana,gurgaon,11
2003,haryana,gurgaon,13
2004,haryana,gurgaon,21
2005,haryana,gurgaon,10
2006,haryana,gurgaon,20
2007,haryana,gurgaon,17
2008,haryana,gurgaon,19
2009,haryana,gurgaon,24
2010,haryana,gurgaon,22
2011,haryana,gurgaon,25
2012,haryana,gurgaon,15
2013,haryana,gurgaon,18
2001,assam,guwahati_city,5
2002,assam,guwahati_city,6
2003,assam,guwahati_city,4
2004,assam,guwahati_city,3
2005,assam,guwahati_city,6
2006,assam,guwahati_city,6
2007,assam,guwahati_city,6
2008,assam,guwahati_city,5
2009,assam,guwahati_city,9
2010,assam,guwahati_city,12
2011,assam,guwahati_city,10
2012,assam,guwahati_city,9
2013,assam,guwahati_city,15
2001,madhyapradesh,gwalior,20
2002,madhyapradesh,gwalior,18
2003,madhyapradesh,gwalior,24
2004,madhyapradesh,gwalior,31
2005,madhyapradesh,gwalior,21
2006,madhyapradesh,gwalior,32
2007,madhyapradesh,gwalior,33
2008,madhyapradesh,gwalior,24
2009,madhyapradesh,gwalior,23
2010,madhyapradesh,gwalior,52
2011,madhyapradesh,gwalior,34
2012,madhyapradesh,gwalior,35
2013,madhyapradesh,gwalior,43
2001,assam,hailakandi,2
2002,assam,hailakandi,1
2003,assam,hailakandi,2
2004,assam,hailakandi,2
2005,assam,hailakandi,1
2006,assam,hailakandi,1
2007,assam,hailakandi,3
2008,assam,hailakandi,3
2009,assam,hailakandi,8
2010,assam,hailakandi,3
2011,assam,hailakandi,4
2012,assam,hailakandi,6
2013,assam,hailakandi,2
2001,himachalpradesh,hamirpur,1
2001,uttarpradesh,hamirpur,22
2002,himachalpradesh,hamirpur,0
2002,uttarpradesh,hamirpur,17
2003,himachalpradesh,hamirpur,0
2003,uttarpradesh,hamirpur,12
2004,himachalpradesh,hamirpur,0
2004,uttarpradesh,hamirpur,16
2005,himachalpradesh,hamirpur,0
2005,uttarpradesh,hamirpur,6
2006,himachalpradesh,hamirpur,0
2006,uttarpradesh,hamirpur,12
2007,himachalpradesh,hamirpur,1
2007,uttarpradesh,hamirpur,9
2008,himachalpradesh,hamirpur,0
2008,uttarpradesh,hamirpur,13
2009,himachalpradesh,hamirpur,0
2009,uttarpradesh,hamirpur,20
2010,himachalpradesh,hamirpur,0
2010,uttarpradesh,hamirpur,15
2011,himachalpradesh,hamirpur,0
2011,uttarpradesh,hamirpur,15
2012,himachalpradesh,hamirpur,0
2012,uttarpradesh,hamirpur,17
2013,himachalpradesh,hamirpur,0
2013,uttarpradesh,hamirpur,15
2001,rajasthan,hanumangarh,20
2002,rajasthan,hanumangarh,19
2003,rajasthan,hanumangarh,18
2004,rajasthan,hanumangarh,12
2005,rajasthan,hanumangarh,12
2006,rajasthan,hanumangarh,10
2007,rajasthan,hanumangarh,14
2008,rajasthan,hanumangarh,17
2009,rajasthan,hanumangarh,16
2010,rajasthan,hanumangarh,15
2011,rajasthan,hanumangarh,12
2012,rajasthan,hanumangarh,19
2013,rajasthan,hanumangarh,15
2001,madhyapradesh,harda,9
2002,madhyapradesh,harda,7
2003,madhyapradesh,harda,3
2004,madhyapradesh,harda,5
2005,madhyapradesh,harda,7
2006,madhyapradesh,harda,5
2007,madhyapradesh,harda,5
2008,madhyapradesh,harda,6
2009,madhyapradesh,harda,3
2010,madhyapradesh,harda,3
2011,madhyapradesh,harda,5
2012,madhyapradesh,harda,7
2013,madhyapradesh,harda,3
2001,uttarpradesh,hardoi,63
2002,uttarpradesh,hardoi,26
2003,uttarpradesh,hardoi,18
2004,uttarpradesh,hardoi,44
2005,uttarpradesh,hardoi,25
2006,uttarpradesh,hardoi,35
2007,uttarpradesh,hardoi,42
2008,uttarpradesh,hardoi,50
2009,uttarpradesh,hardoi,45
2010,uttarpradesh,hardoi,24
2011,uttarpradesh,hardoi,32
2012,uttarpradesh,hardoi,48
2013,uttarpradesh,hardoi,24
2001,uttarakhand,haridwar,10
2002,uttarakhand,haridwar,11
2003,uttarakhand,haridwar,7
2004,uttarakhand,haridwar,10
2005,uttarakhand,haridwar,7
2006,uttarakhand,haridwar,11
2007,uttarakhand,haridwar,16
2008,uttarakhand,haridwar,18
2009,uttarakhand,haridwar,22
2010,uttarakhand,haridwar,15
2011,uttarakhand,haridwar,22
2012,uttarakhand,haridwar,10
2013,uttarakhand,haridwar,5
2001,karnataka,hassan,4
2002,karnataka,hassan,7
2003,karnataka,hassan,3
2004,karnataka,hassan,9
2005,karnataka,hassan,8
2006,karnataka,hassan,7
2007,karnataka,hassan,11
2008,karnataka,hassan,8
2009,karnataka,hassan,15
2010,karnataka,hassan,14
2011,karnataka,hassan,32
2012,karnataka,hassan,5
2013,karnataka,hassan,12
2001,uttarpradesh,hathras,31
2002,uttarpradesh,hathras,21
2003,uttarpradesh,hathras,10
2004,uttarpradesh,hathras,24
2005,uttarpradesh,hathras,20
2006,uttarpradesh,hathras,22
2007,uttarpradesh,hathras,17
2008,uttarpradesh,hathras,27
2009,uttarpradesh,hathras,23
2010,uttarpradesh,hathras,30
2011,uttarpradesh,hathras,24
2012,uttarpradesh,hathras,18
2013,uttarpradesh,hathras,21
2001,karnataka,haveri,5
2002,karnataka,haveri,4
2003,karnataka,haveri,1
2004,karnataka,haveri,2
2005,karnataka,haveri,4
2006,karnataka,haveri,1
2007,karnataka,haveri,5
2008,karnataka,haveri,0
2009,karnataka,haveri,3
2010,karnataka,haveri,2
2011,karnataka,haveri,0
2012,karnataka,haveri,3
2013,karnataka,haveri,1
2001,jharkhand,hazaribagh,31
2002,jharkhand,hazaribagh,31
2003,jharkhand,hazaribagh,41
2004,jharkhand,hazaribagh,31
2005,jharkhand,hazaribagh,31
2006,jharkhand,hazaribagh,39
2007,jharkhand,hazaribagh,45
2008,jharkhand,hazaribagh,36
2009,jharkhand,hazaribagh,32
2010,jharkhand,hazaribagh,27
2011,jharkhand,hazaribagh,26
2012,jharkhand,hazaribagh,24
2013,jharkhand,hazaribagh,28
2001,gujarat,himatnagar,4
2002,gujarat,himatnagar,1
2003,gujarat,himatnagar,2
2004,gujarat,himatnagar,0
2005,gujarat,himatnagar,0
2006,gujarat,himatnagar,0
2007,gujarat,himatnagar,0
2008,gujarat,himatnagar,0
2009,gujarat,himatnagar,0
2010,gujarat,himatnagar,0
2011,gujarat,himatnagar,0
2012,gujarat,himatnagar,0
2013,gujarat,himatnagar,0
2001,maharashtra,hingoli,2
2002,maharashtra,hingoli,6
2003,maharashtra,hingoli,1
2004,maharashtra,hingoli,1
2005,maharashtra,hingoli,2
2006,maharashtra,hingoli,8
2007,maharashtra,hingoli,3
2008,maharashtra,hingoli,7
2009,maharashtra,hingoli,3
2010,maharashtra,hingoli,1
2011,maharashtra,hingoli,0
2012,maharashtra,hingoli,6
2013,maharashtra,hingoli,4
2001,haryana,hissar,24
2002,haryana,hissar,28
2003,haryana,hissar,17
2004,haryana,hissar,12
2005,haryana,hissar,19
2006,haryana,hissar,17
2007,haryana,hissar,7
2008,haryana,hissar,19
2009,haryana,hissar,15
2010,haryana,hissar,13
2011,haryana,hissar,14
2012,haryana,hissar,12
2013,haryana,hissar,17
2001,westbengal,hooghly,10
2002,westbengal,hooghly,5
2003,westbengal,hooghly,14
2004,westbengal,hooghly,23
2005,westbengal,hooghly,5
2006,westbengal,hooghly,8
2007,westbengal,hooghly,16
2008,westbengal,hooghly,17
2009,westbengal,hooghly,25
2010,westbengal,hooghly,12
2011,westbengal,hooghly,21
2012,westbengal,hooghly,32
2013,westbengal,hooghly,19
2001,madhyapradesh,hoshangabad,9
2002,madhyapradesh,hoshangabad,9
2003,madhyapradesh,hoshangabad,19
2004,madhyapradesh,hoshangabad,8
2005,madhyapradesh,hoshangabad,10
2006,madhyapradesh,hoshangabad,12
2007,madhyapradesh,hoshangabad,11
2008,madhyapradesh,hoshangabad,16
2009,madhyapradesh,hoshangabad,10
2010,madhyapradesh,hoshangabad,20
2011,madhyapradesh,hoshangabad,16
2012,madhyapradesh,hoshangabad,12
2013,madhyapradesh,hoshangabad,10
2001,punjab,hoshiarpur,12
2002,punjab,hoshiarpur,12
2003,punjab,hoshiarpur,7
2004,punjab,hoshiarpur,13
2005,punjab,hoshiarpur,8
2006,punjab,hoshiarpur,13
2007,punjab,hoshiarpur,6
2008,punjab,hoshiarpur,13
2009,punjab,hoshiarpur,9
2010,punjab,hoshiarpur,5
2011,punjab,hoshiarpur,11
2012,punjab,hoshiarpur,8
2013,punjab,hoshiarpur,5
2001,westbengal,howrah,8
2002,westbengal,howrah,9
2003,westbengal,howrah,12
2004,westbengal,howrah,15
2005,westbengal,howrah,9
2006,westbengal,howrah,26
2007,westbengal,howrah,33
2008,westbengal,howrah,20
2009,westbengal,howrah,21
2010,westbengal,howrah,31
2011,westbengal,howrah,26
2012,westbengal,howrah,16
2013,westbengal,howrah,10
2001,westbengal,howrah_g.r.p.,0
2002,westbengal,howrah_g.r.p.,0
2003,westbengal,howrah_g.r.p.,0
2004,westbengal,howrah_g.r.p.,0
2005,westbengal,howrah_g.r.p.,0
2006,westbengal,howrah_g.r.p.,2
2007,westbengal,howrah_g.r.p.,0
2008,westbengal,howrah_g.r.p.,0
2009,westbengal,howrah_g.r.p.,1
2010,westbengal,howrah_g.r.p.,0
2011,westbengal,howrah_g.r.p.,0
2012,westbengal,howrah_g.r.p.,1
2013,westbengal,howrah_g.r.p.,2
2001,andhrapradesh,hyderabad_city,24
2002,andhrapradesh,hyderabad_city,24
2003,andhrapradesh,hyderabad_city,42
2004,andhrapradesh,hyderabad_city,29
2005,andhrapradesh,hyderabad_city,27
2006,andhrapradesh,hyderabad_city,29
2007,andhrapradesh,hyderabad_city,41
2008,andhrapradesh,hyderabad_city,41
2009,andhrapradesh,hyderabad_city,36
2010,andhrapradesh,hyderabad_city,44
2011,andhrapradesh,hyderabad_city,37
2012,andhrapradesh,hyderabad_city,23
2013,andhrapradesh,hyderabad_city,39
2001,kerala,idukki,0
2002,kerala,idukki,0
2003,kerala,idukki,0
2004,kerala,idukki,0
2005,kerala,idukki,2
2006,kerala,idukki,2
2007,kerala,idukki,0
2008,kerala,idukki,0
2009,kerala,idukki,1
2010,kerala,idukki,0
2011,kerala,idukki,0
2012,kerala,idukki,2
2013,kerala,idukki,0
2001,madhyapradesh,indore,25
2002,madhyapradesh,indore,23
2003,madhyapradesh,indore,22
2004,madhyapradesh,indore,35
2005,madhyapradesh,indore,29
2006,madhyapradesh,indore,22
2007,madhyapradesh,indore,21
2008,madhyapradesh,indore,35
2009,madhyapradesh,indore,44
2010,madhyapradesh,indore,38
2011,madhyapradesh,indore,41
2012,madhyapradesh,indore,24
2013,madhyapradesh,indore,31
2001,madhyapradesh,indore_rly.,0
2002,madhyapradesh,indore_rly.,0
2003,madhyapradesh,indore_rly.,1
2004,madhyapradesh,indore_rly.,0
2005,madhyapradesh,indore_rly.,0
2006,madhyapradesh,indore_rly.,0
2007,madhyapradesh,indore_rly.,0
2008,madhyapradesh,indore_rly.,1
2009,madhyapradesh,indore_rly.,0
2010,madhyapradesh,indore_rly.,0
2011,madhyapradesh,indore_rly.,1
2012,madhyapradesh,indore_rly.,0
2013,madhyapradesh,indore_rly.,1
2001,madhyapradesh,jabalpur,28
2002,madhyapradesh,jabalpur,49
2003,madhyapradesh,jabalpur,57
2004,madhyapradesh,jabalpur,42
2005,madhyapradesh,jabalpur,34
2006,madhyapradesh,jabalpur,31
2007,madhyapradesh,jabalpur,42
2008,madhyapradesh,jabalpur,42
2009,madhyapradesh,jabalpur,26
2010,madhyapradesh,jabalpur,56
2011,madhyapradesh,jabalpur,39
2012,madhyapradesh,jabalpur,33
2013,madhyapradesh,jabalpur,37
2001,madhyapradesh,jabalpur_rly.,1
2002,madhyapradesh,jabalpur_rly.,0
2003,madhyapradesh,jabalpur_rly.,0
2004,madhyapradesh,jabalpur_rly.,0
2005,madhyapradesh,jabalpur_rly.,2
2006,madhyapradesh,jabalpur_rly.,0
2007,madhyapradesh,jabalpur_rly.,0
2008,madhyapradesh,jabalpur_rly.,0
2009,madhyapradesh,jabalpur_rly.,0
2010,madhyapradesh,jabalpur_rly.,0
2011,madhyapradesh,jabalpur_rly.,1
2012,madhyapradesh,jabalpur_rly.,0
2013,madhyapradesh,jabalpur_rly.,1
2001,odisha,jagatsinghpur,16
2002,odisha,jagatsinghpur,8
2003,odisha,jagatsinghpur,12
2004,odisha,jagatsinghpur,14
2005,odisha,jagatsinghpur,11
2006,odisha,jagatsinghpur,17
2007,odisha,jagatsinghpur,19
2008,odisha,jagatsinghpur,20
2009,odisha,jagatsinghpur,19
2010,odisha,jagatsinghpur,15
2011,odisha,jagatsinghpur,18
2012,odisha,jagatsinghpur,20
2013,odisha,jagatsinghpur,30
2001,chhattisgarh,jagdalpur,3
2002,chhattisgarh,jagdalpur,0
2003,chhattisgarh,jagdalpur,0
2004,chhattisgarh,jagdalpur,0
2005,chhattisgarh,jagdalpur,3
2006,chhattisgarh,jagdalpur,4
2007,chhattisgarh,jagdalpur,2
2008,chhattisgarh,jagdalpur,2
2009,chhattisgarh,jagdalpur,0
2010,chhattisgarh,jagdalpur,4
2011,chhattisgarh,jagdalpur,0
2012,chhattisgarh,jagdalpur,0
2013,chhattisgarh,jagdalpur,2
2001,rajasthan,jaisalmer,3
2002,rajasthan,jaisalmer,5
2003,rajasthan,jaisalmer,4
2004,rajasthan,jaisalmer,3
2005,rajasthan,jaisalmer,5
2006,rajasthan,jaisalmer,5
2007,rajasthan,jaisalmer,7
2008,rajasthan,jaisalmer,10
2009,rajasthan,jaisalmer,5
2010,rajasthan,jaisalmer,5
2011,rajasthan,jaisalmer,5
2012,rajasthan,jaisalmer,11
2013,rajasthan,jaisalmer,4
2001,odisha,jajpur,16
2002,odisha,jajpur,18
2003,odisha,jajpur,19
2004,odisha,jajpur,21
2005,odisha,jajpur,25
2006,odisha,jajpur,29
2007,odisha,jajpur,33
2008,odisha,jajpur,40
2009,odisha,jajpur,30
2010,odisha,jajpur,30
2011,odisha,jajpur,30
2012,odisha,jajpur,51
2013,odisha,jajpur,35
2001,uttarpradesh,jalaun,29
2002,uttarpradesh,jalaun,22
2003,uttarpradesh,jalaun,22
2004,uttarpradesh,jalaun,28
2005,uttarpradesh,jalaun,21
2006,uttarpradesh,jalaun,36
2007,uttarpradesh,jalaun,32
2008,uttarpradesh,jalaun,37
2009,uttarpradesh,jalaun,34
2010,uttarpradesh,jalaun,23
2011,uttarpradesh,jalaun,40
2012,uttarpradesh,jalaun,40
2013,uttarpradesh,jalaun,22
2001,maharashtra,jalgaon,5
2002,maharashtra,jalgaon,10
2003,maharashtra,jalgaon,8
2004,maharashtra,jalgaon,6
2005,maharashtra,jalgaon,4
2006,maharashtra,jalgaon,14
2007,maharashtra,jalgaon,20
2008,maharashtra,jalgaon,18
2009,maharashtra,jalgaon,10
2010,maharashtra,jalgaon,11
2011,maharashtra,jalgaon,8
2012,maharashtra,jalgaon,1
2013,maharashtra,jalgaon,2
2001,maharashtra,jalna,5
2002,maharashtra,jalna,5
2003,maharashtra,jalna,15
2004,maharashtra,jalna,24
2005,maharashtra,jalna,21
2006,maharashtra,jalna,19
2007,maharashtra,jalna,31
2008,maharashtra,jalna,27
2009,maharashtra,jalna,25
2010,maharashtra,jalna,40
2011,maharashtra,jalna,23
2012,maharashtra,jalna,36
2013,maharashtra,jalna,50
2001,rajasthan,jalore,12
2002,rajasthan,jalore,10
2003,rajasthan,jalore,7
2004,rajasthan,jalore,8
2005,rajasthan,jalore,5
2006,rajasthan,jalore,10
2007,rajasthan,jalore,9
2008,rajasthan,jalore,8
2009,rajasthan,jalore,9
2010,rajasthan,jalore,14
2011,rajasthan,jalore,14
2012,rajasthan,jalore,15
2013,rajasthan,jalore,12
2001,westbengal,jalpaiguri,2
2002,westbengal,jalpaiguri,3
2003,westbengal,jalpaiguri,4
2004,westbengal,jalpaiguri,8
2005,westbengal,jalpaiguri,15
2006,westbengal,jalpaiguri,6
2007,westbengal,jalpaiguri,14
2008,westbengal,jalpaiguri,18
2009,westbengal,jalpaiguri,11
2010,westbengal,jalpaiguri,12
2011,westbengal,jalpaiguri,13
2012,westbengal,jalpaiguri,17
2013,westbengal,jalpaiguri,12
2001,bihar,jamalpur_rly.,0
2002,bihar,jamalpur_rly.,1
2003,bihar,jamalpur_rly.,0
2004,bihar,jamalpur_rly.,3
2005,bihar,jamalpur_rly.,0
2006,bihar,jamalpur_rly.,0
2007,bihar,jamalpur_rly.,0
2008,bihar,jamalpur_rly.,1
2009,bihar,jamalpur_rly.,0
2010,bihar,jamalpur_rly.,0
2011,bihar,jamalpur_rly.,0
2012,bihar,jamalpur_rly.,0
2013,bihar,jamalpur_rly.,0
2001,jammu&kashmir,jammu,5
2002,jammu&kashmir,jammu,10
2003,jammu&kashmir,jammu,3
2004,jammu&kashmir,jammu,5
2005,jammu&kashmir,jammu,4
2006,jammu&kashmir,jammu,3
2007,jammu&kashmir,jammu,3
2008,jammu&kashmir,jammu,7
2009,jammu&kashmir,jammu,10
2010,jammu&kashmir,jammu,6
2011,jammu&kashmir,jammu,3
2012,jammu&kashmir,jammu,5
2013,jammu&kashmir,jammu,5
2001,gujarat,jamnagar,2
2002,gujarat,jamnagar,5
2003,gujarat,jamnagar,0
2004,gujarat,jamnagar,0
2005,gujarat,jamnagar,0
2006,gujarat,jamnagar,0
2007,gujarat,jamnagar,0
2008,gujarat,jamnagar,0
2009,gujarat,jamnagar,1
2010,gujarat,jamnagar,0
2011,gujarat,jamnagar,0
2012,gujarat,jamnagar,0
2013,gujarat,jamnagar,1
2001,jharkhand,jamshedpur,6
2002,jharkhand,jamshedpur,12
2003,jharkhand,jamshedpur,12
2004,jharkhand,jamshedpur,12
2005,jharkhand,jamshedpur,10
2006,jharkhand,jamshedpur,16
2007,jharkhand,jamshedpur,20
2008,jharkhand,jamshedpur,14
2009,jharkhand,jamshedpur,8
2010,jharkhand,jamshedpur,15
2011,jharkhand,jamshedpur,17
2012,jharkhand,jamshedpur,17
2013,jharkhand,jamshedpur,15
2001,jharkhand,jamshedpur_rly.,0
2002,jharkhand,jamshedpur_rly.,0
2003,jharkhand,jamshedpur_rly.,3
2004,jharkhand,jamshedpur_rly.,0
2005,jharkhand,jamshedpur_rly.,0
2006,jharkhand,jamshedpur_rly.,0
2007,jharkhand,jamshedpur_rly.,0
2008,jharkhand,jamshedpur_rly.,0
2009,jharkhand,jamshedpur_rly.,0
2010,jharkhand,jamshedpur_rly.,0
2011,jharkhand,jamshedpur_rly.,0
2012,jharkhand,jamshedpur_rly.,0
2013,jharkhand,jamshedpur_rly.,1
2001,jharkhand,jamtara,5
2002,jharkhand,jamtara,3
2003,jharkhand,jamtara,5
2004,jharkhand,jamtara,3
2005,jharkhand,jamtara,6
2006,jharkhand,jamtara,4
2007,jharkhand,jamtara,6
2008,jharkhand,jamtara,5
2009,jharkhand,jamtara,10
2010,jharkhand,jamtara,2
2011,jharkhand,jamtara,10
2012,jharkhand,jamtara,5
2013,jharkhand,jamtara,8
2001,bihar,jamui,16
2002,bihar,jamui,21
2003,bihar,jamui,11
2004,bihar,jamui,11
2005,bihar,jamui,22
2006,bihar,jamui,15
2007,bihar,jamui,8
2008,bihar,jamui,32
2009,bihar,jamui,17
2010,bihar,jamui,17
2011,bihar,jamui,13
2012,bihar,jamui,18
2013,bihar,jamui,19
2001,chhattisgarh,janjgir,9
2002,chhattisgarh,janjgir,13
2003,chhattisgarh,janjgir,3
2004,chhattisgarh,janjgir,7
2005,chhattisgarh,janjgir,12
2006,chhattisgarh,janjgir,10
2007,chhattisgarh,janjgir,13
2008,chhattisgarh,janjgir,14
2009,chhattisgarh,janjgir,12
2010,chhattisgarh,janjgir,14
2011,chhattisgarh,janjgir,15
2012,chhattisgarh,janjgir,11
2013,chhattisgarh,janjgir,11
2001,chhattisgarh,jashpur,2
2002,chhattisgarh,jashpur,2
2003,chhattisgarh,jashpur,0
2004,chhattisgarh,jashpur,1
2005,chhattisgarh,jashpur,3
2006,chhattisgarh,jashpur,1
2007,chhattisgarh,jashpur,1
2008,chhattisgarh,jashpur,0
2009,chhattisgarh,jashpur,3
2010,chhattisgarh,jashpur,0
2011,chhattisgarh,jashpur,1
2012,chhattisgarh,jashpur,2
2013,chhattisgarh,jashpur,3
2001,uttarpradesh,jaunpur,43
2002,uttarpradesh,jaunpur,23
2003,uttarpradesh,jaunpur,22
2004,uttarpradesh,jaunpur,29
2005,uttarpradesh,jaunpur,26
2006,uttarpradesh,jaunpur,46
2007,uttarpradesh,jaunpur,47
2008,uttarpradesh,jaunpur,44
2009,uttarpradesh,jaunpur,47
2010,uttarpradesh,jaunpur,39
2011,uttarpradesh,jaunpur,42
2012,uttarpradesh,jaunpur,51
2013,uttarpradesh,jaunpur,60
2001,bihar,jehanabad,25
2002,bihar,jehanabad,21
2003,bihar,jehanabad,16
2004,bihar,jehanabad,6
2005,bihar,jehanabad,7
2006,bihar,jehanabad,15
2007,bihar,jehanabad,19
2008,bihar,jehanabad,23
2009,bihar,jehanabad,43
2010,bihar,jehanabad,33
2011,bihar,jehanabad,20
2012,bihar,jehanabad,24
2013,bihar,jehanabad,30
2001,madhyapradesh,jhabua,5
2002,madhyapradesh,jhabua,3
2003,madhyapradesh,jhabua,0
2004,madhyapradesh,jhabua,1
2005,madhyapradesh,jhabua,1
2006,madhyapradesh,jhabua,4
2007,madhyapradesh,jhabua,3
2008,madhyapradesh,jhabua,4
2009,madhyapradesh,jhabua,5
2010,madhyapradesh,jhabua,1
2011,madhyapradesh,jhabua,4
2012,madhyapradesh,jhabua,0
2013,madhyapradesh,jhabua,0
2001,haryana,jhajjar,20
2002,haryana,jhajjar,14
2003,haryana,jhajjar,17
2004,haryana,jhajjar,14
2005,haryana,jhajjar,11
2006,haryana,jhajjar,16
2007,haryana,jhajjar,19
2008,haryana,jhajjar,20
2009,haryana,jhajjar,13
2010,haryana,jhajjar,12
2011,haryana,jhajjar,12
2012,haryana,jhajjar,10
2013,haryana,jhajjar,22
2001,rajasthan,jhalawar,8
2002,rajasthan,jhalawar,7
2003,rajasthan,jhalawar,11
2004,rajasthan,jhalawar,4
2005,rajasthan,jhalawar,6
2006,rajasthan,jhalawar,10
2007,rajasthan,jhalawar,10
2008,rajasthan,jhalawar,6
2009,rajasthan,jhalawar,7
2010,rajasthan,jhalawar,6
2011,rajasthan,jhalawar,14
2012,rajasthan,jhalawar,5
2013,rajasthan,jhalawar,5
2001,uttarpradesh,jhansi,31
2002,uttarpradesh,jhansi,14
2003,uttarpradesh,jhansi,8
2004,uttarpradesh,jhansi,25
2005,uttarpradesh,jhansi,13
2006,uttarpradesh,jhansi,21
2007,uttarpradesh,jhansi,28
2008,uttarpradesh,jhansi,26
2009,uttarpradesh,jhansi,27
2010,uttarpradesh,jhansi,32
2011,uttarpradesh,jhansi,28
2012,uttarpradesh,jhansi,33
2013,uttarpradesh,jhansi,24
2001,odisha,jharsuguda,4
2002,odisha,jharsuguda,0
2003,odisha,jharsuguda,0
2004,odisha,jharsuguda,0
2005,odisha,jharsuguda,1
2006,odisha,jharsuguda,3
2007,odisha,jharsuguda,1
2008,odisha,jharsuguda,6
2009,odisha,jharsuguda,5
2010,odisha,jharsuguda,4
2011,odisha,jharsuguda,7
2012,odisha,jharsuguda,2
2013,odisha,jharsuguda,6
2001,rajasthan,jhunjhunu,0
2002,rajasthan,jhunjhunu,15
2003,rajasthan,jhunjhunu,7
2004,rajasthan,jhunjhunu,14
2005,rajasthan,jhunjhunu,11
2006,rajasthan,jhunjhunu,17
2007,rajasthan,jhunjhunu,18
2008,rajasthan,jhunjhunu,22
2009,rajasthan,jhunjhunu,13
2010,rajasthan,jhunjhunu,15
2011,rajasthan,jhunjhunu,21
2012,rajasthan,jhunjhunu,17
2013,rajasthan,jhunjhunu,12
2001,haryana,jind,11
2002,haryana,jind,11
2003,haryana,jind,10
2004,haryana,jind,14
2005,haryana,jind,17
2006,haryana,jind,13
2007,haryana,jind,12
2008,haryana,jind,18
2009,haryana,jind,11
2010,haryana,jind,17
2011,haryana,jind,15
2012,haryana,jind,17
2013,haryana,jind,9
2001,assam,jorhat,2
2002,assam,jorhat,0
2003,assam,jorhat,0
2004,assam,jorhat,0
2005,assam,jorhat,0
2006,assam,jorhat,0
2007,assam,jorhat,3
2008,assam,jorhat,0
2009,assam,jorhat,1
2010,assam,jorhat,0
2011,assam,jorhat,2
2012,assam,jorhat,1
2013,assam,jorhat,0
2001,gujarat,junagadh,11
2002,gujarat,junagadh,2
2003,gujarat,junagadh,6
2004,gujarat,junagadh,13
2005,gujarat,junagadh,5
2006,gujarat,junagadh,3
2007,gujarat,junagadh,1
2008,gujarat,junagadh,3
2009,gujarat,junagadh,1
2010,gujarat,junagadh,0
2011,gujarat,junagadh,1
2012,gujarat,junagadh,1
2013,gujarat,junagadh,1
2001,karnataka,k.g.f.,4
2002,karnataka,k.g.f.,3
2003,karnataka,k.g.f.,7
2004,karnataka,k.g.f.,7
2005,karnataka,k.g.f.,7
2006,karnataka,k.g.f.,4
2007,karnataka,k.g.f.,7
2008,karnataka,k.g.f.,3
2009,karnataka,k.g.f.,4
2010,karnataka,k.g.f.,8
2011,karnataka,k.g.f.,1
2012,karnataka,k.g.f.,2
2013,karnataka,k.g.f.,6
2001,haryana,kaithal,9
2002,haryana,kaithal,6
2003,haryana,kaithal,8
2004,haryana,kaithal,9
2005,haryana,kaithal,6
2006,haryana,kaithal,9
2007,haryana,kaithal,14
2008,haryana,kaithal,13
2009,haryana,kaithal,13
2010,haryana,kaithal,11
2011,haryana,kaithal,8
2012,haryana,kaithal,6
2013,haryana,kaithal,4
2001,odisha,kalahandi,0
2002,odisha,kalahandi,2
